course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Topics in Theoretical AMO / Quantum Optics,PHYSICS  320A,Susanne Yelin,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12481,217917,Instructor,0,0,False,False,False,False,False,False,False,Reading and research. Not a lecture or seminar course.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Independent Study,INDSTUDY    1 002,Annie Park,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12308,150200,Instructor,0,0,False,False,False,False,False,False,False,"Independent Study is designed to provide credit for field research, academic study not available in regular course work, or practice or performance in the arts. What distinguishes a suitable project is the application of analytical skills to the object of Independent Study.  Any sophomore, junior, or senior whose previous record is satisfactory may petition to undertake Independent Study for non-letter-graded credit.  Students may access the petition for Independent Study on the Office of Undergraduate Education website.","A student may petition to take up to a total of four, four-credit courses of Independent Study. Independent Study courses are subject to the same rules for dropping and withdrawing as any other course. The petition requires the signatures of a qualified adviser and the student's resident dean, as well as an outline of the student's proposed project. It must be submitted to the Allston Burr Resident Dean for approval, ordinarily in the first week of the term.",Faculty of Arts & Sciences,4,Not Available for Cross Registration,No Department,Independent Study,N/A,FAS Pass/Fail,N/A,N/A,N/A,None
Advanced French I: The Contemporary Francophone World Through Cinema,FRENCH   40 001,Claire-Marie Brisson,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:15pm,Tue Thu,12179,126997,Instructor,0/15,0,False,False,True,False,True,False,False,"In this advanced French language and culture course, you will explore Francophone cultures through contemporary films to build interpretive, interpersonal, and presentational modes of communication while activating analytical and creative thinking. Course materials include French-language films and corresponding literary texts, images, and supporting authentic materials such as posters and advertisements that will help you develop oral and written communication skills through close readings and cultural analysis. Course themes investigate contemporary issues at the heart of Francophone societies today, including deportation and (non)belonging, policing, ableism, education, Blackness, sexuality and transgender identity, as well as the role of the family. The structure of class will promote spontaneous exchange about films and topics studied, real-and real-time collaboration with classmates. Creative assignments include interactive writing assignments, short compositions, scripts, and a short film. No previous familiarity with film study is necessary.",Conducted in French. May not be taken Pass/Fail but may be taken Sat/Unsat by graduate students. Not open to auditors. This course is taught by members of the Department.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Advanced Modern Japanese,JAPAN  140B 001,Naomi Asakura,2026 Spring,Full Term,2026-01-26,2026-04-29,9:00am,10:00am,Mon Wed Fri,10923,123963,No Consent,0,0,False,True,False,True,False,True,False,Continuation of Japanese 140a.  Readings of modern texts in both rapid and in-depth modes. Comprehension of media news and drama. Advanced conversation and composition on topics related to the preceding.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,Prerequisite: Japanese 140A or equivalent.,N/A,N/A,Arts and Humanities
Experiential Study,EXPSTDY    1R 001,,2026 Spring,Full Term,None,None,,,,15242,224587,Instructor,0,0,False,False,False,False,False,False,False,"This course provides academic credit when required in order to engage with a work or internship experience.  Students will be asked to reflect upon their work and its relevance to their field of study via submission of a detailed portfolio. Eligibility: this course is open to any student who will be undertaking an internship, work, or lab-based research experience, for which academic credit is a requirement. Students must have completed at least two semesters of study at the College prior to enrolling, and they must be concentrating (or planning to do so) or pursuing a secondary field of study in the department. Students must enroll in EXPSTDY during the concurrent semester, or the semester immediately following the work/internship experience.  Students cannot enroll in EXPSTDY after completion of their studies required for graduation. Students must complete the petition form available here before enrolling, and submit it to the OUE for approval. Students must then forward the signed documentation to the course head prior to enrolling in the course.This course is not available for concentration credit, nor does it fulfill any divisional distribution requirement. Academic Requirements: before the end of the semester, students should submit a 10-15 page portfolio that must include the following:  - A description of the organization, including its mission and core operations.  - A detailed description of the student’s role or project in the organization’s operations, including daily activities and descriptions of any special projects or events with which the student was involved. Students may utilize a journal format for this description; no more than half of the overall portfolio may be journal entries reflecting on the connection between their work and their concentration. - A detailed description of how the work/internship experience was related to the student’s concentration, and what impact the work experience will have on the student’s academic path through that concentration. - A letter from the employer or lab supervisor verifying completion of the work experience.    - A grade of Pass will be assigned after all the above materials have been reviewed. If these requirements are not met, a grade of Fail will be assigned.",,Faculty of Arts & Sciences,1,Not Available for Cross Registration,Faculty of Arts & Sciences,Project,N/A,FAS Pass/Fail,N/A,N/A,N/A,None
Virology Graduate Dissertation Research,VIROLOGY  350DR 002,Samantha Reed,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13072,222002,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Public Speaking Practicum,EXPOS   40 002,Erika Bailey,2026 Spring,Full Term,2026-01-26,2026-04-29,12:45pm,2:45pm,Tue Thu,17583,125227,Instructor,0/15,0,False,False,True,False,True,False,False,"Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, engaging in civil discourse, and building confidence in oral expression.Admission is by lottery only. See any of the Canvas sites for detailed instructions about the lottery process, which will take place during the assigned registration periods. Limited to 15 students per section.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Expository Writing,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Senior Tutorial,ENGLISH   99R 001,Leah Whittington,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10354,114256,Instructor,0,0,False,False,False,False,False,False,False,"Supervised individual tutorial in an independent scholarly, critical, or creative subject.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,English,Tutorial,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,Arts and Humanities
Danish,SCAND   90R.A 001,Agnes Broome,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10769,126647,Instructor,0,0,False,False,False,False,False,False,False,"Individualized study of Danish at the elementary, intermediate and advanced levels. Contact hours with language coach. Emphasis on literacy.","Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged.  Please contact the department to learn more.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Germanic Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Reading and Research,RELIGION 3001 02,Swayam Bagaria,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11041,122822,Instructor,0,0,False,False,False,False,False,False,False,,"May also be taken with other instructors, when authorized by the Chair.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,"Religion, The Study of",Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Intermediate Arabic II,ARABIC     BB 002,Aya Khalaf Ahmed,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:45am,Mon Tue Wed Thu,10866,127804,Instructor,0/15,0,False,True,True,True,True,False,False,"A continuation of Arabic BA. Textbook: Al-Kitaab, volume II, 3rd edition.",Not open to auditors. Cannot be taken pass/fail. Offered jointly with the Divinity School as 4361.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Near Eastern Languages & Civ,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Literature of Brazil: Supervised Reading and Research,PORTUG  321 001,Josiah Blackmore,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12210,117375,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Intermediate Japanese I,JAPAN  120B 001,Yuki Sakomura,2026 Spring,Full Term,2026-01-26,2026-04-29,9:00am,10:00am,Mon Tue Wed Thu,10903,159596,No Consent,0,0,False,True,True,True,True,False,False,"Continuation of Japanese 120a. Approximately 150 additional Chinese characters.  Second-year intermediate level course aimed at consolidation of the basic grammatical patterns of Japanese and development of reading, writing, speaking, and listening skills to the level necessary for communication in everyday life in Japanese society.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,Prerequisite: Japanese 120A or equivalent.,N/A,N/A,None
Introductory Latin 2,LATIN    2 002,Ivy Livingston,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:15pm,Mon Fri,13288,203253,Instructor,0,0,False,True,False,False,False,True,False,Latin 2 continues from Latin 1. Participants will continue to develop their ability to read Latin with increasing emphasis on literary texts.,"Students wishing to continue after Latin 2 should proceed to Latin 3, which concludes the normal introductory sequence.   No auditors. May be taken pass/fail (undergraduates) or SAT/UNSAT (graduate students) with instructor permission.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,"Classics, The",Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Pre-Advanced Modern Chinese,CHNSE  130B 002,Bin Yang,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:30am,Tue Thu,10899,159631,No Consent,0,0,False,False,True,False,True,False,False,"Continuation of Chinese 130a. The aim of this course is to further develop students’ Chinese proficiency in both spoken and written language. By reading texts based on current issues and cultural phenomena and engaging in in-depth class discussions, students will continue to expand their vocabulary, master more complex grammatical structures, and develop an ability to perform tasks involving description, narration, and argumentation at the discourse level.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,Prerequisite: Chinese 130A or equivalent.,N/A,N/A,Arts and Humanities
Graduate Research,CHEMBIO  350 40,Smita Gopinath,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,13025,124362,No Consent,0,0,False,False,False,False,False,False,False,Upper level Chemical Biology students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Chemical Biology,Laboratory Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Teaching Modern Celtic Languages,CELTIC  302 001,Joseph Nagy,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11776,208303,Instructor,0,0,False,False,False,False,False,False,False,Any graduate student who is teaching a course in any modern Celtic language may register for 8 credits of Celtic 302 with the approval of the course head.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Celtic Languages & Literatures,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Topics in Modern Astrophysics,ASTRON  300 002,Alyssa Goodman,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11071,122728,Instructor,0,0,False,False,False,False,False,False,False,"A seminar, reading, or research course may be arranged with any of the faculty listed. Students can also arrange to obtain Astronomy 300 credit for reading or research with scientific staff members of the Harvard-Smithsonian Center for Astrophysics; consult Astronomy Department office.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Astronomy,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Reading and Research,HLTHPOL 3000 001,David Cutler,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,12336,112764,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Health Policy,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,Social Sciences
Reading and Research,RSEA  320 001,Alexander Zahlten,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,12745,146614,Instructor,0,0,False,False,False,False,False,False,False,Candidates for the A.M. degree in Regional Studies_East Asia may undertake reading and research in an approved area of their choice under the direction of a member of the Faculty.,Permission of the faculty member and the Director of Graduate Studies of the RSEA program required.,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Regional Studies-East Asia,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Fourth-Year Russian: Russian for STEM,RUSS  110 001,,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:30am,Mon Wed Fri,13395,223914,Instructor,0,0,False,True,False,True,False,True,False,"In this fourth-year advanced-level Russian language course, you will explore some of the most innovative areas of scientific study, while expanding your vocabulary in STEM domains and the language skills needed to share scientific information within your community. Focuses on developing advanced-level reading, speaking, listening, and writing skills through discussing STEM-related topics in technology and society, such as education, math and physics, development of internet technologies, and environmental issues. Students participate in class debates and discussions and create a final presentation on a topic of their professional interest. Course materials combine articles, book excerpts, films, interviews, and project-based tasks. Taught in Russian. The course meets 3 days/week without additional small-group speaking sections.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Slavic Languages & Literatures,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Intermediate German,GERMAN   20B 2,Lisa Parkes,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:45am,Mon Wed Fri,13012,111796,No Consent,0,0,False,True,False,True,False,True,False,"This second-semester intermediate course is a continuation of 20a. Further review and practice of grammar and expansion of vocabulary. Focus on enhancing students' communicative competencies. Introduction to various cultural topics of the German-speaking countries through the use of literary and non-literary texts, current news, and contemporary film.",Conducted in German. Not open to auditors. Prerequisite: German 20a or permission of the instructor.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Germanic Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Reading for Archaeology General Examination,ANTHRO 3002 003,Rowan Flad,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12561,218560,Instructor,0,0,False,False,False,False,False,False,False,Preparation with Archaeology cohort for the general examination in Archaeology.  This course should be taken during the fall semester of the second year and involves weekly meetings to study and prepare for the general exams in January.,Restricted to candidates for the PhD degree and ordinarily to those who have completed at least one year in residence.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Anthropology,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Direction of Doctoral Dissertations,RELIGION 3000 002,Swayam Bagaria,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14873,111117,Instructor,0,0,False,False,False,False,False,False,False,,"May also be taken with other instructors, when authorized by the Chair.",Faculty of Arts & Sciences,4,Not Available for Cross Registration,"Religion, The Study of",Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Direction of Doctoral Dissertations,PHIL  399 001,Selim Berker,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10153,112838,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Philosophy,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Spanish and Hispanic-American Literature: Supervised Reading and Research,SPANSH  320 002,Daniel Aguirre-Oteiza,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12729,143013,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Method and Logic,MCB  297 001,Vladimir Denic,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,2:45pm,Thu,13342,223831,Instructor,0/15,0,False,False,False,False,True,False,False,"Each of the four Method and Logic courses are devoted to understanding the epistemic strategies used in four distinct areas of biology (A: Principles of spatiotemporal cell organization; B: Neuroscience and behavior; C: Discovery of cell mechanism; D: Evo/Devo). All four courses are based on critical evaluation of the primary scientific literature through weekly discussions of two papers, which could be either classic or modern. Students are expected to understand the following aspects of each paper: What came before and what came (or is likely to come) after? What is the key question that the authors are asking? What methodologies are used and what are their strengths and pitfalls for the question being addressed? Are the findings communicated clearly and effectively? And, most importantly, do the authors rigorously demonstrate their main conclusions or are other interpretations possible? In addition to in-class discussion of research papers, requiring robust contributions from all members of the class, each student will be individually graded on a writing assignment and an oral presentation focused on an open research question.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Molecular & Cellular Biology,Discussion,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
"Upper-Level Spanish: Arts of Resistance, Narratives of the Impossible, and Foods that Gather Us",SPANSH   30 002,Xiomara Feliberty Casiano,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:45am,Mon Wed Fri,12245,114200,Instructor,0/15,0,False,True,False,True,False,True,False,"An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency, refining pronunciation and acquiring vocabulary. In addition to in-class discussions, course work involves grammar review and practice in writing. Consult course website for current semester topics.","Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Not open to auditors.  Upon the recommendation of the course head, students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared.    This course is taught by members of the Department.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Reading and Research,ENGLISH  399 003,Stephanie Burt,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11101,111027,Instructor,0,0,False,False,False,False,False,False,False,,"Conducted through regular conferences and assigned writing. Limited to students reading specifically on topics not covered in regular courses. Open only by petition to the Department; petitions should be presented during the term preceding enrollment, and must be signed by the instructor with whom the reading is to be done. All applicants for admission should first confer with the Director of Graduate Studies.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,English,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Teaching Fellowship,HEB 3300 001,Daniel Lieberman,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,11814,212556,No Consent,0,0,False,False,False,False,False,False,False,This course reflects time that a graduate student affiliated with Human Evolutionary Biology spends on teaching effort when the student serves as Teaching Fellow for a Faculty of Arts and Sciences course.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Human Evolutionary Biology,Reading and Research,N/A,FAS Ungraded,N/A,N/A,N/A,None
Reading for Social Anthropology Qualifying Examination,ANTHRO 3001 009,Arthur Kleinman,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11028,116603,Instructor,0,0,False,False,False,False,False,False,False,Individual reading in preparation for the Qualifying Examination for the PhD degree. It involves meetings as arranged between professor and graduate student.,Restricted to candidates for the PhD degree and ordinarily to those who have completed at least one year in residence.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Anthropology,Reading Course,N/A,FAS Satisfactory/Unsatisfactory,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),N/A,N/A,None
Experimental Methods in Human Evolutionary Biology,HEB 3310 001,Terence Capellini,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,11517,117873,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Human Evolutionary Biology,Laboratory Research,N/A,FAS Satisfactory/Unsatisfactory,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),N/A,N/A,None
Direction of Doctoral Dissertations,ANTHRO 3500 005,Steven C. Caton,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11032,111058,Instructor,0,0,False,False,False,False,False,False,False,Individual work in preparation for the doctoral dissertation.,Consult the appropriate member of the Department. Limited to candidates for the PhD in Anthropology who are in residence and who are in good standing in the Graduate School.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Anthropology,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),N/A,N/A,None
Expository Writing 20,EXPOS   20 202,Sheza Alqera,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:15pm,Tue Thu,12666,116353,Department,0/15,0,False,False,True,False,True,False,False,"An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.",Students must pass one term of Expository Writing 20 to meet the College's Expository Writing requirement.,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Expository Writing,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Teaching Celtic Literatures and Culture,CELTIC  303 001,Joseph Nagy,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11771,208307,Instructor,0,0,False,False,False,False,False,False,False,"Any Teaching Fellow in a course offered by the Celtic Department, other than courses in modern Celtic languages, may register for 4 credits of Celtic 303 per .2 teaching, with the approval of the course head(s).",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Celtic Languages & Literatures,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
French Literature: Supervised Reading and Research,FRENCH  320 001,Annabel Kim,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12187,111005,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Elementary Modern Chinese,CHNSE     BB 001,Fangzheng Zhang,2026 Spring,Full Term,2026-01-26,2026-04-29,9:00am,10:15am,Tue Thu,10868,124237,No Consent,0,0,False,False,True,False,True,False,False,"This is a continuation (second semester) of the Elementary Modern Chinese. It is designed for students who have completed the first semester of Elementary Modern Chinese I (Chinese Ba) or the equivalent. The course will further develop students’communicative skills in the listening and speaking modalities, and at the same time shift the focus of instruction gradually towards reading and writing. It provides more practice on syntactic structures, usage and their communicative functions, and prepares students for intermediate-level classes.",No auditors. May not be taken Pass/Fail.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,Prerequisite: Chinese BA or equivalent.,N/A,N/A,None
Beginning Italian II - Parliamo Italiano! The Art & Craft of Italy,ITAL   11 001,Chiara Trebaiocchi,2026 Spring,Full Term,2026-01-26,2026-04-29,9:00am,10:15am,Mon Wed Fri,12200,125061,Instructor,0/15,0,False,True,False,True,False,True,False,"This second semester beginning-level Italian course will engage you in interactive communicative activities that provide rich exposure to the Italian language and culture(s). In this class, you will continue to develop and strengthen oral and written competence, as well as reading and comprehension skills, building your vocabulary and learning the grammar points necessary for more analytical conversations (using hypotheticals, the conditional, the subjunctive, and indirect discourse). Specifically, you will be able to: describe and narrate simple events in the past and in the future, make comparisons, express opinions and possibilities, and engage in discussions. You will explore six targeted urban areas in Italy while discussing cultural topics, telling stories about travel, and engaging with Italian literature, cinema, music, and pop culture. In the second half of the semester, you will watch an award-winning movie, La meglio gioventù, that will provide ample opportunities to discuss the history of modern Italy and to learn more about Italian politics and contemporary issues. Course work will include individual and in group presentations and short creative writing and oral assignments, based on authentic texts and artifacts. In-class assignments will be supplemented with individualized conversations with native speakers of Italian to further enhance your understanding of the diversity of cultural perspectives within Italian communities.","May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Not open to auditors. This course is taught by members of the Department.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Norwegian,SCAND   90R.C 001,Agnes Broome,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10772,126650,Instructor,0,0,False,False,False,False,False,False,False,"Individualized study of Norwegian at the elementary, intermediate and advanced levels. Contact hours with language coach. Emphasis on literacy.","Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged.  Please contact the department to learn more.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Germanic Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Systems Biology Research,SYSBIO  350 003,Katie Bentley,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11399,121507,No Consent,0,0,False,False,False,False,False,False,False,Upper level Systems Biology students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Systems Biology,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Intermediate Modern Chinese,CHNSE  120B 001,Ying-Chieh Wang,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:30am,Tue Thu,10882,110940,No Consent,0,0,False,False,True,False,True,False,False,"Continuation of Chinese 120a. This course focuses on the consolidation of the foundational skills acquired in Ba-Bb, introduces more complex grammatical structures, and develops students' understanding and knowledge of Chinese culture.",No auditors. May not be taken Pass/Fail.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Direction of Doctoral Dissertations,HAA  399 24,Christina Maranci,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13267,118897,Instructor,0,0,False,False,False,False,False,False,False,,May not be counted toward course requirements for the PhD degree.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
General Examination Preparation,HAA  390 22,Christina Maranci,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13265,218886,Instructor,0,0,False,False,False,False,False,False,False,,May not be counted toward course requirements for the PhD degree/,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Special Reading and Research,PSY 3010 002,Mahzarin Banaji,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13114,122605,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Psychology,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Directed Study,ENGLISH  397 006,Daniel Donoghue,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,11131,118927,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,English,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Advanced Reading and Research,HEB 3400 005,David Reich,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,13065,126282,Instructor,0,0,False,False,False,False,False,False,False,,Consult the appropriate member of the department.,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Human Evolutionary Biology,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),N/A,N/A,None
Advanced ASL,LING   90B 001,Frances Conlin,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:15pm,Thu,11848,211196,Instructor,0/30,0,False,False,False,False,True,False,False,ASL VI is a small group instruction that applies knowledge of advanced American Sign Language (ASL) grammar and vocabulary that focuses on the use of ASL discourse in formal as well as informal settings. This course additionally develops complex constructs and an understanding and production of lengthier narratives. Current cultural topics and attitudes regarding the Deaf community will also be explored. Course to be co-taught with Frances Conlin and  Nozomi Tomita,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Linguistics,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
